,name,value,description
0,dfs.datanode.ec.reconstruction.threads,JeYV6,"Number of threads used by the Datanode for background
    reconstruction work."
1,ha.health-monitor.sleep-after-disconnect.ms,1000,How long to sleep after an unexpected RPC error.
2,yarn.resourcemanager.activities-manager.app-activities.max-queue-length,100,
3,yarn.timeline-service.leveldb-timeline-store.read-cache-size,104857600,
4,yarn.nodemanager.resource.memory.cgroups.swappiness,0,
5,yarn.resourcemanager.scheduler.client.thread-count,50,
6,dfs.datanode.http.internal-proxy.port,0,"The datanode's internal web proxy port.
    By default it selects a random port available in runtime."
7,datanode.https.port,50475,HTTPS port for DataNode.
8,dfs.namenode.accesstime.precision,3600000,"The access time for HDFS file is precise upto this value. 
               The default value is 1 hour. Setting a value of 0 disables
               access times for HDFS."
9,dfs.balancer.getBlocks.min-block-size,10485760,"Minimum block threshold size in bytes to ignore when fetching a source's
    block list."
