,name,value,description
0,dfs.namenode.get-blocks.max-qps,0,"The maximum number of getBlocks RPCs data movement utilities can make to
    a NameNode per second. Values less than or equal to 0 disable throttling.
    This affects anything that uses a NameNodeConnector, i.e., the Balancer,
    Mover, and StoragePolicySatisfier."
1,fs.s3a.committer.threads,8,"Number of threads in committers for parallel operations on files
    (upload, commit, abort, delete...)"
2,yarn.resourcemanager.leveldb-state-store.compaction-interval-secs,3600,
3,yarn.timeline-service.app-collector.linger-period.ms,60000,
4,dfs.namenode.service.handler.count,10,"The number of Namenode RPC server threads that listen to
  requests from DataNodes and from all other non-client nodes.
  dfs.namenode.service.handler.count will be valid only if
  dfs.namenode.servicerpc-address is configured."
5,yarn.resourcemanager.delegation.token.renew-interval,86400000,
6,ipc.client.connection.maxidletime,10000,"The maximum time in msec after which a client will bring down the
               connection to the server."
7,hadoop.http.cross-origin.max-age,1800,"The number of seconds a pre-flighted request can be cached
    for web services needing cross-origin (CORS) support."
8,hadoop.registry.zk.session.timeout.ms,60000,Zookeeper session timeout in milliseconds
9,hadoop.registry.zk.retry.times,5,Zookeeper connection retry count before failing
